Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
1189,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,1 May 16
1190,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,1 May 15
1191,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,1 May 12
1192,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,30 Apr 17
1193,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,30 Apr 15
1194,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,30 Apr 12
1195,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,30 Apr 10
1196,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
1197,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
1198,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
1199,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,28 Apr 15
1200,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
1201,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
1202,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,27 Apr 14
1203,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
1204,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,27 Apr 10
1205,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1206,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
1207,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,26 Apr 15
1208,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
1209,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
1210,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1211,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
1212,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,25 Apr 15
1213,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
1214,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1215,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
1216,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,24 Apr 15
1217,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,24 Apr 14
1218,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
1219,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,24 Apr 10
1220,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1221,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
1222,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,23 Apr 14
1223,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
1224,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,22 Apr 15
1225,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,22 Apr 14
1226,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,22 Apr 10
1227,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,21 May 12
1228,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1229,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,21 Apr 12
1230,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,20 Apr 16
1231,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,20 Apr 13
1232,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,20 Apr 12
1233,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,20 Apr 10
1234,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,19 Apr 13
1235,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,19 Apr 12
1236,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,18 Apr 10
1237,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,17 May 12
1238,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,17 Apr 13
1239,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,16 Apr 17
1240,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,15 May 12
1241,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,15 Apr 17
1242,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,15 Apr 16
1243,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,15 Apr 10
1244,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,14 May 15
1245,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
1246,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,13 May 15
1247,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,13 Apr 17
1248,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,13 Apr 10
1249,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,12 May 15
1250,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,12 May 12
1251,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,12 Apr 17
1252,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,12 Apr 16
1253,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,11 Apr 17
1254,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,10 May 14
1255,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,10 May 12
1256,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,8 May 13
1257,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,8 May 10
1258,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,5 May 17
1259,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,5 May 14
1260,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,5 May 13
1261,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,5 May 12
1262,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1625,1625,1625,4 May 17
1263,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,4 May 13
1264,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,3 May 16
1265,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,3 May 15
1266,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,3 May 14
1267,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1285,1285,1285,3 May 12
1268,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,3 May 10
1269,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,2 May 16
1270,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,2 May 15
1271,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,2 May 14
1272,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1350,1350,1350,2 May 13
1273,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1100,1100,1100,2 May 10
1274,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1525,1525,1525,1 May 16
1275,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1450,1450,1450,1 May 15
1276,Bhatinda,Rampuraphul(Dhapali),Wheat,Other,FAQ,1400,1400,1400,1 May 14
1277,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,30 May 12
1278,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,30 Apr 17
1279,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,30 Apr 15
1280,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,30 Apr 12
1281,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,30 Apr 10
1282,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,29 May 12
1283,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
1284,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
1285,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
1286,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,28 Apr 15
1287,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
1288,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,28 Apr 10
1289,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
1290,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,27 Apr 16
1291,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,27 Apr 15
1292,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,27 Apr 14
1293,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
1294,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,27 Apr 10
1295,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1296,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
1297,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,26 Apr 15
1298,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
1299,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
1300,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,26 Apr 10
1301,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1302,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
1303,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,25 Apr 15
1304,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
1305,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,25 Apr 12
1306,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,25 Apr 10
1307,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1308,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
1309,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,24 Apr 15
1310,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,24 Apr 14
1311,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
1312,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,24 Apr 10
1313,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1314,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
1315,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,23 Apr 14
1316,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,23 Apr 12
1317,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,23 Apr 10
1318,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,22 May 12
1319,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,22 Apr 10
1320,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1321,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,21 Apr 12
1322,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,21 Apr 10
1323,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,20 Apr 16
1324,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,20 Apr 13
1325,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,20 Apr 10
1326,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,19 May 15
1327,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,19 Apr 13
1328,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,19 Apr 10
1329,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,18 Apr 13
1330,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,18 Apr 10
1331,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,17 May 15
1332,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,17 May 12
1333,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,17 Apr 10
1334,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,16 Apr 17
1335,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,16 Apr 10
1336,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,15 Apr 17
1337,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,15 Apr 16
1338,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,15 Apr 10
1339,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
1340,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,14 Apr 10
1341,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,13 May 14
1342,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,13 Apr 17
1343,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,13 Apr 10
1344,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,12 May 12
1345,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,12 Apr 17
1346,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,12 Apr 16
1347,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,12 Apr 10
1348,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,10 May 15
1349,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,9 May 15
1350,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,9 May 14
1351,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,9 May 12
1352,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,8 May 15
1353,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,8 May 14
1354,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,8 May 10
1355,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,6 May 14
1356,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,5 May 17
1357,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,5 May 15
1358,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,5 May 14
1359,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,5 May 13
1360,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,4 May 17
1361,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,4 May 15
1362,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,4 May 13
1363,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,4 May 12
1364,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,4 May 10
1365,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,3 May 17
1366,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,3 May 16
1367,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,3 May 15
1368,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,3 May 14
1369,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,3 May 13
1370,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,3 May 12
1371,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,2 May 17
1372,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,2 May 15
1373,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,2 May 14
1374,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1350,1350,1350,2 May 13
1375,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,2 May 12
1376,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,2 May 10
1377,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1625,1625,1625,1 May 17
1378,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1525,1525,1525,1 May 16
1379,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1450,1450,1450,1 May 15
1380,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1400,1400,1400,1 May 14
1381,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1100,1100,1100,1 May 10
1382,Bhatinda,Rampuraphul(Mehraj),Wheat,Other,FAQ,1285,1285,1285,1 Jun 12
1383,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,30 Apr 17
1384,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,30 Apr 12
1385,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,29 May 12
1386,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
1387,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
1388,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
1389,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,28 Apr 15
1390,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,28 Apr 14
1391,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
1392,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,27 Apr 16
1393,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,27 Apr 14
1394,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
1395,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
1396,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
1397,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
1398,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
1399,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,25 Apr 17
1400,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
1401,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
1402,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,25 Apr 12
1403,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,24 Apr 17
1404,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
1405,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,24 Apr 15
1406,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
1407,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,23 Apr 17
1408,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
1409,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,23 Apr 12
1410,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,22 May 12
1411,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
1412,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,22 Apr 13
1413,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,21 May 12
1414,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
1415,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,21 Apr 14
1416,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,21 Apr 12
1417,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,20 Apr 13
1418,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,20 Apr 12
1419,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,20 Apr 10
1420,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,19 May 14
1421,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,19 Apr 14
1422,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,19 Apr 13
1423,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,19 Apr 12
1424,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,18 May 14
1425,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,18 Apr 13
1426,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,18 Apr 12
1427,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,17 Apr 13
1428,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,4800,5165,5085,16 Dec 13
1429,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,16 Apr 13
1430,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,15 May 12
1431,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1525,1525,1525,15 Apr 16
1432,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
1433,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,14 Apr 10
1434,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,13 May 15
1435,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,13 Apr 17
1436,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,12 May 14
1437,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,12 Apr 17
1438,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1625,1625,1625,11 Apr 17
1439,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1400,1400,1400,10 May 14
1440,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,10 Apr 10
1441,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1100,1100,1100,9 Apr 10
1442,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,8 May 15
1443,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1350,1350,1350,8 May 13
1444,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1285,1285,1285,8 May 12
1445,Bhatinda,Rampuraphul(Nabha Mandi),Wheat,Other,FAQ,1450,1450,1450,7 May 15
